,0_0,0_30,0_60,0_68,1_0,1_30,1_60,1_85,2_0,2_30,2_60,2_90,2_94,3_0,3_30,3_60,3_90,3_101,4_0,4_30,4_60,4_90,4_115,5_0,5_30,5_60,5_90,5_120,5_130,6_0,6_30,6_60,6_84,7_0,7_30,7_46,8_0,8_30,8_33,9_0,9_30,9_45,10_0,10_30,10_46,11_0,11_30,11_43,12_0,12_30,12_60,12_64
521331,1.1000962345769025e-08,8.694077431406514e-09,6.5429061104180976e-09,6.384817736366248e-09,5.781057874351063e-09,5.6351442473586164e-09,5.330317323312087e-09,5.2140616664015285e-09,5.932048121204974e-09,5.871221684748316e-09,5.813150172085526e-09,5.775303516026083e-09,5.775277967512415e-09,5.695383360378757e-09,5.683737506421341e-09,5.668331502798612e-09,5.656177804116935e-09,5.655771787511326e-09,6.0556983607332164e-09,6.057166319950214e-09,6.050240547232855e-09,6.0404902420244525e-09,6.040625039168594e-09,5.700053394769392e-09,5.702627427276286e-09,5.701751048159414e-09,5.704014484353429e-09,5.7010115036594805e-09,5.700775459244719e-09,5.844120278401063e-09,5.82924429698601e-09,5.835282957044772e-09,5.832417152791275e-09,5.839690982227217e-09,5.840110291548973e-09,5.841345821003047e-09,5.591156178639225e-09,5.589514885251095e-09,5.588807457008723e-09,5.7939255618845835e-09,5.794052957236552e-09,5.795210424032643e-09,5.697702939047301e-09,5.694807150724926e-09,5.690194442699731e-09,5.6647230330991475e-09,5.657355265101656e-09,5.65886237456903e-09,5.835546445285865e-09,5.842456482636022e-09,5.845972796056632e-09,5.8459491451021e-09
521340,1.9366361775513828e-08,1.4337007873198424e-08,1.0481177913212564e-08,1.0202819856419208e-08,9.26553700838241e-09,8.911870075674386e-09,8.372793630125926e-09,8.169865361665146e-09,9.286222094722943e-09,9.172386841753603e-09,9.07033387091239e-09,9.004230846622602e-09,9.00418618656134e-09,8.888301419403512e-09,8.866488079073485e-09,8.83929985003151e-09,8.817853382430152e-09,8.817146578430165e-09,9.441606286189437e-09,9.436154525154386e-09,9.425636797957482e-09,9.408630031002653e-09,9.408810060410771e-09,8.865945458474854e-09,8.871713587859e-09,8.86961393148608e-09,8.873550970860528e-09,8.868425921008279e-09,8.868018957317563e-09,9.09962744921797e-09,9.077830373056659e-09,9.08796849136466e-09,9.083238055011406e-09,9.088052171603275e-09,9.090003225844671e-09,9.091795459809952e-09,8.705714128217844e-09,8.703631911450868e-09,8.702584356769872e-09,9.0131674155437e-09,9.010808291566522e-09,9.012628874824174e-09,8.86756768451456e-09,8.864018657331165e-09,8.857274999718057e-09,8.824717463347427e-09,8.815668735094527e-09,8.817705940344253e-09,9.0891830819671e-09,9.100086163664808e-09,9.105937798957904e-09,9.105890996967383e-09
521350,7.027023398569021e-11,5.241464084460283e-11,3.8992407088198365e-11,3.80093084573236e-11,3.45035350212742e-11,3.328539869491098e-11,3.141573834851068e-11,3.06962220190154e-11,3.4919373745251223e-11,3.450775164152574e-11,3.41623857852301e-11,3.392784565740071e-11,3.392768455615857e-11,3.346980393947653e-11,3.3389421600629306e-11,3.328856484335009e-11,3.320963773164015e-11,3.320708764855883e-11,3.5568241302660926e-11,3.5539750346299996e-11,3.55005695944627e-11,3.5440312779221626e-11,3.544070007374682e-11,3.339628960595514e-11,3.342580825434219e-11,3.342132583708664e-11,3.34360553721582e-11,3.3418272134676775e-11,3.3416809562831666e-11,3.429383387344856e-11,3.4207912734380564e-11,3.424570602405849e-11,3.422564847640457e-11,3.423809693973795e-11,3.424836697273845e-11,3.4254722686881846e-11,3.279987387460956e-11,3.278886008320815e-11,3.278479828527972e-11,3.3951722517318867e-11,3.39358726550125e-11,3.3942560276438874e-11,3.3402364305117515e-11,3.339045920162797e-11,3.336473153054358e-11,3.323592912050648e-11,3.3205986347976496e-11,3.3213040136738265e-11,3.424046363059698e-11,3.4282729940067206e-11,3.430490375469976e-11,3.4304739996495303e-11
521360,2.6280805648152954e-11,1.8330699602825306e-11,1.332732487895926e-11,1.296502861567534e-11,1.1807984967465887e-11,1.1229862629782479e-11,1.0544190964583882e-11,1.0280921606435985e-11,1.169455935027404e-11,1.1531489942979437e-11,1.1407371290996298e-11,1.1321470639313127e-11,1.132141103447814e-11,1.1173002951767104e-11,1.1140853240722675e-11,1.1102632371468903e-11,1.1072854346994874e-11,1.1071914900984297e-11,1.1864708900488087e-11,1.1841121067588096e-11,1.18286431929408e-11,1.1806613609027315e-11,1.1806631793202472e-11,1.1106777097327106e-11,1.1121227392653452e-11,1.1119369783741872e-11,1.1124895399549629e-11,1.111862160361532e-11,1.1118089155000591e-11,1.1422296612180883e-11,1.1395011895495296e-11,1.1408638939499114e-11,1.1401026458778858e-11,1.1394392979978307e-11,1.1400524613002707e-11,1.1402330702283218e-11,1.0923694698095688e-11,1.0920040819246364e-11,1.0918750548352051e-11,1.1292732002063816e-11,1.1281816317687487e-11,1.128402708829646e-11,1.111536326974786e-11,1.111324389229077e-11,1.1105316540076075e-11,1.1071381602535796e-11,1.1066256716194285e-11,1.1067963715852536e-11,1.1407280917524728e-11,1.1421776128687902e-11,1.1429758017517291e-11,1.1429690557119163e-11
521370,1.2334306116199936e-12,8.361509342976571e-13,5.952781702642161e-13,5.780590654298555e-13,5.272291824020058e-13,4.974194177039279e-13,4.644685338323811e-13,4.5200883952017937e-13,5.142507069661376e-13,5.064405661591267e-13,5.004082799148094e-13,4.963428319135321e-13,4.963400327452014e-13,4.898836158491669e-13,4.883551043583867e-13,4.865777678772607e-13,4.851887832851608e-13,4.851446760985351e-13,5.199498472902201e-13,5.187362855490513e-13,5.181970148642434e-13,5.17154956676832e-13,5.171570362937472e-13,4.862041985065366e-13,4.868391785730931e-13,4.867133085552878e-13,4.869680141447641e-13,4.866696268081577e-13,4.866446697524664e-13,5.000080299075362e-13,4.988824801177765e-13,4.995028598646741e-13,4.991773805860229e-13,4.987897581440881e-13,4.990777601541376e-13,4.991551569882154e-13,4.783206814954714e-13,4.781953018101227e-13,4.781413821990261e-13,4.942743676056225e-13,4.937664385995346e-13,4.93864376492535e-13,4.866056138608474e-13,4.865323389562893e-13,4.862017763086704e-13,4.849015980345039e-13,4.847237958830671e-13,4.84792763507445e-13,4.996406018393847e-13,5.002679982540643e-13,5.006257589230866e-13,5.006223876817387e-13
521380,1.0373422080566382e-13,7.008218889531722e-14,5.139282640905359e-14,5.0026342346155414e-14,4.559876420190602e-14,4.313173911822802e-14,4.060872809727371e-14,3.961523257528257e-14,4.5350215597464055e-14,4.468918668877284e-14,4.4252369263033095e-14,4.3927293737630716e-14,4.392706246048025e-14,4.314593166599485e-14,4.3012437227614904e-14,4.285775262108209e-14,4.27385318640382e-14,4.273489324620664e-14,4.589919912194599e-14,4.576063754950237e-14,4.5715296005180615e-14,4.563235217330123e-14,4.563174351785987e-14,4.291647824278381e-14,4.299540488949309e-14,4.299249278633522e-14,4.301490983670582e-14,4.2992328742582026e-14,4.2990289351938946e-14,4.410719189566879e-14,4.400106679671272e-14,4.405493152482702e-14,4.402032561097465e-14,4.398848799747226e-14,4.402338145445306e-14,4.402887789669463e-14,4.220880468145832e-14,4.2190135667536366e-14,4.218522010021656e-14,4.358993548537794e-14,4.352304274746595e-14,4.3531116773735936e-14,4.288676804070251e-14,4.2885687659111355e-14,4.2856742908287586e-14,4.271283881822965e-14,4.271234375106739e-14,4.271621927810069e-14,4.4095776274737856e-14,4.4153467426363353e-14,4.418545381892982e-14,4.4185180428697115e-14
521390,2.6181904445438116e-15,1.863594163159351e-15,1.5035975610671068e-15,1.4743781868843351e-15,1.3377858353451234e-15,1.289574988221851e-15,1.2425595441966486e-15,1.2207062442048603e-15,1.407766166645264e-15,1.3914774897550243e-15,1.385176694863455e-15,1.3779778929652149e-15,1.3779722366152487e-15,1.3470199279604125e-15,1.3434269938300668e-15,1.3391097720065312e-15,1.3359037575234826e-15,1.335814265340621e-15,1.4361756762926129e-15,1.431115047691812e-15,1.4297637397516397e-15,1.4279480764810637e-15,1.427885142230484e-15,1.344442344027472e-15,1.348074976891323e-15,1.3486038845768258e-15,1.3492563937232657e-15,1.3488343536393838e-15,1.3487852099793195e-15,1.3824707337090792e-15,1.3784286599351612e-15,1.3799844349691468e-15,1.3785606090879574e-15,1.3779975208799873e-15,1.3794677240621528e-15,1.379582340216182e-15,1.3219119142843602e-15,1.3207693493291327e-15,1.3205937553775348e-15,1.364627227543839e-15,1.3615898852890039e-15,1.3618106935421348e-15,1.3425409053322437e-15,1.3426695387320949e-15,1.3416839070477733e-15,1.3345818383835735e-15,1.3350783900480159e-15,1.3351185442092385e-15,1.3804083161029186e-15,1.382359703171945e-15,1.383337898266302e-15,1.3833320130760432e-15
521400,5.652822524694725e-15,3.3246386782632945e-15,1.9872803943070458e-15,1.8985585034914768e-15,1.7512474475150046e-15,1.5545229788190893e-15,1.3712005726128891e-15,1.3087222511747226e-15,1.475328748247372e-15,1.4365636946911372e-15,1.3999668151068979e-15,1.3796344790639257e-15,1.3796214766534513e-15,1.3730891187881848e-15,1.3660978053831397e-15,1.3587749372604185e-15,1.3528110208229612e-15,1.352607919961177e-15,1.4471925885905502e-15,1.4418150197529378e-15,1.4403259885545873e-15,1.4350894446037206e-15,1.4351710350803573e-15,1.3419302094658038e-15,1.3421285800900728e-15,1.3401921890086117e-15,1.3411712028941861e-15,1.3395786082546395e-15,1.3394631749213156e-15,1.379654004038983e-15,1.378659425622432e-15,1.3809457841869846e-15,1.3806359331507767e-15,1.3775232383184315e-15,1.3781390270289251e-15,1.3784115175969587e-15,1.3231367578045228e-15,1.3241583088637093e-15,1.3240793626410958e-15,1.3643875212399936e-15,1.3637151279299857e-15,1.3640548719797094e-15,1.3458569020576367e-15,1.3457596825754656e-15,1.34522040770502e-15,1.3479037029090843e-15,1.3474889537598435e-15,1.347704168132597e-15,1.385315061725503e-15,1.3867519129949204e-15,1.3879325560820773e-15,1.3879130382584765e-15
521410,9.403296859666903e-18,6.8587853224172754e-18,5.257412835073206e-18,5.143263831809527e-18,4.5433267167718575e-18,4.340228919126197e-18,4.114684131101639e-18,4.030847322441757e-18,5.1626376507036006e-18,5.110676615446677e-18,5.0660681523502304e-18,5.038058882430043e-18,5.038040235521423e-18,4.608001028996031e-18,4.597764442667617e-18,4.586890420599358e-18,4.578372390671811e-18,4.578073893723972e-18,5.006365702421482e-18,4.998870933086895e-18,4.99551519675728e-18,4.9885232888958985e-18,4.988680281903557e-18,4.766653632691013e-18,4.769854526605e-18,4.768326755730534e-18,4.76988632644179e-18,4.767550593158675e-18,4.76737525935709e-18,4.6953402430336086e-18,4.689040815563479e-18,4.6928508388299854e-18,4.691293543934586e-18,4.771591293018046e-18,4.7732337763236046e-18,4.773779599815333e-18,4.581225783838277e-18,4.580827202553423e-18,4.580526907464718e-18,4.730408131821702e-18,4.727903122896946e-18,4.7285170027855496e-18,4.634632870317796e-18,4.634071013787638e-18,4.632098431378751e-18,4.530184094881321e-18,4.528875425277158e-18,4.52934407687211e-18,4.819193173398536e-18,4.822769651580648e-18,4.824951746640932e-18,4.8249308806031555e-18
521420,4.855245712131014e-19,3.494475508262833e-19,2.7256197421885823e-19,2.6669828517396566e-19,2.40659407217211e-19,2.3123699301466583e-19,2.20797628421789e-19,2.1645249144784363e-19,2.5528105935585326e-19,2.52363318283319e-19,2.506290951380241e-19,2.4919619566575916e-19,2.4919514950090394e-19,2.3996984168574545e-19,2.3935752366400446e-19,2.386354725657985e-19,2.380883564067169e-19,2.380717073343737e-19,2.569738805933625e-19,2.5631949514713663e-19,2.560870427208655e-19,2.5572517823479405e-19,2.557216505988917e-19,2.416933025997688e-19,2.421413930173802e-19,2.4216549068923203e-19,2.422728990881092e-19,2.4217359717700455e-19,2.4216422187458164e-19,2.4585302809865793e-19,2.452501963417198e-19,2.455102504717508e-19,2.4532032641438847e-19,2.4622436688268266e-19,2.464078725264596e-19,2.4643516353206724e-19,2.362550112358176e-19,2.361221833306781e-19,2.360952175633444e-19,2.440546172191923e-19,2.4369513014731e-19,2.4373448177948444e-19,2.397576257920271e-19,2.397471319460048e-19,2.395881301285819e-19,2.3752390681729154e-19,2.3751680059921647e-19,2.375363672513702e-19,2.471541218583002e-19,2.474509980051802e-19,2.4760704795286045e-19,2.476058833139344e-19
531210,2.8705598426031283e-25,9.578286822625889e-24,1.595359902938054e-23,1.655868938776546e-23,1.554358746893822e-23,1.6747921172465097e-23,1.808652144407298e-23,1.868777138997357e-23,2.5106344850443233e-23,2.5087325457323454e-23,2.5357320440735892e-23,2.5565930873167785e-23,2.5566043448097852e-23,2.1198992250611836e-23,2.1229630775913026e-23,2.124303658243517e-23,2.126945400982712e-23,2.1272183105949738e-23,2.5301898481300896e-23,2.5346314513541592e-23,2.534640133919909e-23,2.5357279861099516e-23,2.5349147272220293e-23,2.470547853964981e-23,2.469251421047499e-23,2.47142532939935e-23,2.4716032390494796e-23,2.474897423325667e-23,2.4750432786964598e-23,2.3144669673387035e-23,2.3128182582138415e-23,2.3114877514394235e-23,2.308358634818424e-23,2.3422122786108376e-23,2.3391129075244418e-23,2.3387113266266277e-23,2.2924087972921846e-23,2.290334598766183e-23,2.290164005890152e-23,2.4094920562040523e-23,2.4122341272917575e-23,2.412767351924341e-23,2.2172877870651698e-23,2.216092035078628e-23,2.2154716048827975e-23,2.2098380141425823e-23,2.207387262137089e-23,2.207650071065316e-23,2.4250438333031588e-23,2.4232114731059897e-23,2.4238502815832395e-23,2.4239119679474594e-23
531220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5419606674058276e-80,2.483596289514669e-80,6.511356181735232e-80,1.2557526059304511e-111,1.3225764530837819e-111,1.941666891691927e-111,5.280871542706631e-70,3.8834608250749266e-71,2.348979270056055e-71
531230,3.8000258087650513e-20,1.1700920228131385e-18,1.235059597965867e-18,1.2345054532447244e-18,1.0870390315759701e-18,1.2000242594876161e-18,1.2013126468225896e-18,1.1992896533389803e-18,1.3961286157623216e-18,1.4038868839395295e-18,1.4033736504978778e-18,1.4027690495188132e-18,1.4027687918062093e-18,1.352807934165715e-18,1.3545575186621826e-18,1.354818060056439e-18,1.3549206629565903e-18,1.3549160310169433e-18,1.4623725633585719e-18,1.4723639719370681e-18,1.4702704401902721e-18,1.4700932805946219e-18,1.4701511147407844e-18,1.4056344081679127e-18,1.4035758720865817e-18,1.4041535999483674e-18,1.4041596820939822e-18,1.403994322015987e-18,1.4039871807866246e-18,1.417663845747148e-18,1.4127046629941141e-18,1.413241253676405e-18,1.4129552941967654e-18,1.4248357615814274e-18,1.4232886057516041e-18,1.4237804071977548e-18,1.3625800971522442e-18,1.3612446492337247e-18,1.3610082361786109e-18,1.4220076669561311e-18,1.4261557255302945e-18,1.4264241343331643e-18,1.3897766171049537e-18,1.3871825407145684e-18,1.3855545728569403e-18,1.3725118369243274e-18,1.3667905835544075e-18,1.367559123638018e-18,1.4200240330444845e-18,1.424268739504867e-18,1.424731772904578e-18,1.4247400134452716e-18
531240,0.0,1.5383531573780022e-58,1.3858821920120293e-56,1.6515878771690032e-56,1.7507533609598526e-56,1.0134276145234289e-45,3.9913110503098875e-45,4.4152724262273944e-45,4.636113097384414e-45,1.2921123884553114e-41,1.2556108809699696e-41,1.3563087913162208e-41,1.3563139391045278e-41,1.412705588566279e-41,7.673267977529352e-33,7.309314553296668e-33,7.026626554883077e-33,7.033623184945595e-33,7.276246718363902e-33,1.9463135246662618e-30,2.0454016582244093e-30,2.2645516564401068e-30,2.2469663510746815e-30,2.3111219611431157e-30,1.9640985465117993e-31,2.003879256468056e-31,1.9709880459846353e-31,1.9691575113534203e-31,1.96926912504508e-31,2.0157456176312524e-31,1.0197743974459138e-30,1.0562600874906645e-30,9.808621020042084e-31,9.982616804930386e-31,6.384928170869191e-34,1.1546616350032065e-33,1.1725371061320762e-33,6.478228212418722e-32,6.413749041836906e-32,6.467618927771149e-32,8.119988113791954e-32,9.506990797099748e-32,9.6700449780375e-32,1.4905060262738688e-24,1.4412084016966385e-24,1.4497216910377646e-24,2.1159033814096625e-26,1.9570954330944774e-26,1.9612014521536268e-26,2.5622931817773307e-28,2.8829584471332286e-28,2.915927421075726e-28
531250,2.0665066915970933e-17,2.3417791027028313e-15,2.8560565321289833e-15,2.8617892014771023e-15,2.85111125150828e-15,3.697791597527719e-15,3.8212901209329134e-15,3.822528185427709e-15,3.885818058400049e-15,4.051214363577238e-15,4.0747960249250896e-15,4.076388811825087e-15,4.076387133264369e-15,4.03546220791333e-15,4.213000906170088e-15,4.215456219414091e-15,4.214771910298944e-15,4.214742299063335e-15,4.246646009883375e-15,4.1689510157073336e-15,4.168839342041002e-15,4.167983511057477e-15,4.16789361732353e-15,4.16644336549272e-15,4.178306017353968e-15,4.171554459184689e-15,4.172376435640626e-15,4.172470298236377e-15,4.1724438359003275e-15,4.159902538914027e-15,4.114969879825541e-15,4.11458419550195e-15,4.108888660399894e-15,4.111130803340948e-15,4.132001158380492e-15,4.3590225003085905e-15,4.3703583534617376e-15,4.4235671983958055e-15,4.416078104795612e-15,4.417588818913735e-15,4.143610110577877e-15,4.13344345986634e-15,4.1253589543152126e-15,2.0739077195802052e-14,2.0746409743733766e-14,2.0747787915423582e-14,4.502571057351097e-15,4.591330948869939e-15,4.603804261435972e-15,4.510423954353785e-15,4.243791596382927e-15,4.235161979774202e-15
531260,5.310718577696258e-16,1.5159772494473807e-14,2.5851208368023077e-14,2.6677074416836642e-14,2.6750620155844257e-14,8.097734768180673e-15,8.200667783111736e-15,8.223620316649596e-15,8.804929324077744e-15,2.936717985562773e-14,2.9824330989023646e-14,3.0022782380540107e-14,3.002286134666178e-14,2.97752975155496e-14,2.9667375616713405e-13,2.9702043060875234e-13,2.973756443046945e-13,2.9740730149849195e-13,3.157341084241369e-13,3.9390034717797395e-13,3.942727258383572e-13,3.9483542124615547e-13,3.9465228670733565e-13,4.5107090813415137e-13,2.3430693855445635e-13,2.346882360925317e-13,2.3462864747162543e-13,2.3499717394622834e-13,2.3501409499864147e-13,1.797685842545828e-13,4.4305200191909796e-13,4.4276792856820044e-13,4.4242796908900814e-13,4.3441396505745134e-13,2.2282160775403493e-13,2.2277554060540801e-13,3.5215217687172607e-13,4.637245344709393e-13,4.638006628866202e-13,4.087192810955059e-13,4.894286436418965e-13,4.896433092930931e-13,4.3304102227811774e-13,2.481713407897892e-13,2.4767873988409183e-13,3.144022775765999e-13,4.15957809108485e-13,4.134498930901907e-13,3.8260023811992465e-13,4.284447920818163e-13,4.335040712287752e-13,4.3358103651399854e-13
53127.09c,3.405907741263636e-08,3.6265991733965897e-06,6.855833876147739e-06,7.111332155741659e-06,7.109194081500026e-06,7.75263703201037e-06,8.46368846663345e-06,8.735000911803278e-06,8.734412279615734e-06,8.84376897421338e-06,9.008286268488907e-06,9.08179611075254e-06,9.081838069881579e-06,9.083482483593855e-06,9.126397733532775e-06,9.136145781596384e-06,9.146123255433561e-06,9.14709302541057e-06,9.147751967562298e-06,9.164223074248109e-06,9.172093225707218e-06,9.184787674291784e-06,9.180601729632698e-06,9.179831956189932e-06,9.189107241868668e-06,9.205974951514395e-06,9.20370224688224e-06,9.218087686633566e-06,9.218761728938713e-06,9.218701214351502e-06,9.217614186236693e-06,9.210743067860423e-06,9.203594305344987e-06,9.202912497306493e-06,9.195853924924616e-06,9.194250799168356e-06,9.194793829497407e-06,9.186800097507858e-06,9.1870022705448e-06,9.186857745480081e-06,9.192030439525625e-06,9.193743383018843e-06,9.193337135380178e-06,9.1972917324229e-06,9.196759979823384e-06,9.196448930745818e-06,9.190547653128884e-06,9.191100258459477e-06,9.191222303110623e-06,9.19887542506281e-06,9.196728871706712e-06,9.197074701582533e-06
